,da_number,cwa_determination,slopegradd,slopegradw,brockdepmi,wtdepannmi,wtdepaprju,flodfreqdc,flodfreqma,pondfreqpr,aws025wta,aws050wta,aws0100wta,aws0150wta,drclassdcd,drclasswet,hydgrpdcd,iccdcd,iccdcdpct,niccdcd,niccdcdpct,engdwobdcd,engdwbdcd,engdwbll,engdwbml,engstafdcd,engstafll,engstafml,engsldcd,engsldcp,englrsdcd,engcmssdcd,engcmssmp,urbrecptdc,urbrecptwt,forpehrtdc,hydclprs,awmmfpwwta
10193,SAJ-2016-00290-SCW,1,7.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.33,4.39,6.92,7.0,7.0,0.0,,100.0,6.0,93.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0
10194,SAJ-2016-00341-RFC,0,1.0,1.0,0.0,15.0,30.0,0.0,0.0,85.0,2.01,4.2,10.35,14.44,2.0,2.0,4.0,,100.0,4.0,94.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,90.0,1.0
10195,SAJ-2016-00366-CMW,0,1.0,1.0,0.0,31.0,31.0,0.0,0.0,0.0,2.6,5.26,11.53,17.21,2.0,2.0,4.0,,100.0,3.0,91.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,10.0,1.0
10196,SAJ-2016-00412-CMW,1,1.0,1.0,0.0,31.0,31.0,0.0,0.0,5.0,2.03,4.09,10.38,14.51,2.0,2.0,4.0,,100.0,4.0,92.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0
10197,SAJ-2016-00426-JSC,1,1.0,1.0,0.0,0.0,0.0,,,0.0,1.8,3.49,7.18,11.08,,,,,100.0,,85.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0
10198,SAJ-2016-00451,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10199,SAJ-2016-00465,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10200,SAJ-2016-00670,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201,SAJ-2016-00834-JLC,1,3.0,3.0,0.0,59.0,0.0,0.0,0.0,0.0,2.16,3.78,7.03,10.59,3.0,3.0,4.0,,100.0,3.0,95.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0
10202,SAJ-2016-00912-JLC,1,3.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.29,2.34,4.43,6.52,7.0,7.0,0.0,,100.0,4.0,90.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0
10203,SAJ-2016-01031-CMW,1,1.0,1.0,0.0,30.0,30.0,0.0,0.0,8.0,1.99,4.88,10.92,17.19,2.0,2.0,5.0,,100.0,3.0,54.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,57.0,1.0
10204,SAJ-2016-01078,1,0.8,0.8,0.0,0.0,0.0,0.0,0.0,85.0,3.88,7.55,10.55,13.7,1.0,1.0,4.0,,100.0,7.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,85.0,1.0
10205,SAJ-2016-01120-JSC,0,1.0,1.0,0.0,8.0,8.0,0.0,0.0,2.0,1.26,3.05,7.1,9.65,2.0,2.0,4.0,,100.0,4.0,98.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,0.998,1.0,23.0,1.0
10206,SAJ-2016-01129-JSC,0,1.0,1.0,0.0,15.0,30.0,0.0,0.0,6.0,2.0,4.01,8.09,14.15,2.0,2.0,4.0,,100.0,4.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,96.0,1.0
10207,SAJ-2016-01168-JLC,1,1.0,1.0,0.0,51.0,51.0,0.0,0.0,0.0,1.26,2.52,5.21,7.71,3.0,3.0,4.0,,100.0,3.0,95.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0
10208,SAJ-2016-01568-JED,1,1.0,1.0,0.0,31.0,31.0,0.0,0.0,6.0,2.0,4.69,8.85,13.05,2.0,2.0,4.0,,100.0,4.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,6.0,1.0
10209,SAJ-2016-01989-LSL,0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,1.69,3.4,6.81,10.18,2.0,2.0,4.0,4.0,90.0,4.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,27.0,1.0
10210,SAJ-2016-02819-JLC,1,1.0,1.0,0.0,51.0,51.0,0.0,0.0,0.0,1.26,2.52,5.21,7.71,3.0,3.0,4.0,,100.0,3.0,95.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0
10211,SAJ-2016-03219-JSC,1,1.0,1.0,0.0,15.0,15.0,0.0,0.0,5.0,1.55,3.33,8.69,14.74,2.0,2.0,5.0,,100.0,3.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,95.0,1.0
10212,SAJ-2016-03304,1,0.5,0.5,0.0,23.0,23.0,0.0,0.0,3.0,1.82,3.45,9.58,17.34,2.0,2.0,5.0,,100.0,3.0,81.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.997,1.0,19.0,1.0
10213,SAJ-2017-02102-LEO,0,3.0,3.0,0.0,59.0,0.0,0.0,0.0,0.0,2.16,3.78,7.03,10.59,3.0,3.0,4.0,,100.0,3.0,95.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0
10214,SAJ-2018-00446,1,1.0,1.0,0.0,8.0,8.0,0.0,0.0,2.0,1.26,3.05,7.1,9.65,2.0,2.0,4.0,,100.0,4.0,98.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,0.998,1.0,23.0,1.0
10215,SAJ-2018-00470-JPF,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,7.16,15.05,22.84,5.0,5.0,1.0,,100.0,3.0,98.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.105,2.0,0.0,0.804
10216,SAJ-2018-00715-KRD,0,0.5,0.5,0.0,0.0,8.0,0.0,0.0,94.0,2.0,4.02,8.29,13.4,1.0,1.0,4.0,,100.0,7.0,94.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,100.0,1.0
10217,SAJ-2018-01630-VEK,0,2.0,2.0,0.0,84.0,84.0,0.0,0.0,0.0,0.96,1.82,3.64,10.0,4.0,4.0,0.0,,100.0,6.0,94.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0
10218,SAJ-2018-02372-VEK,0,2.0,2.0,0.0,76.0,76.0,0.0,0.0,0.0,1.12,2.14,4.18,6.18,3.0,3.0,0.0,,100.0,6.0,60.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,5.0,1.0
10219,SAJ-2018-02572-KRD,0,1.0,1.0,0.0,15.0,0.0,0.0,0.0,5.0,1.2,2.41,8.0,12.64,2.0,2.0,4.0,,100.0,3.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,95.0,1.0
10220,SAJ-2018-02672-JSC,0,1.0,1.0,0.0,31.0,31.0,0.0,0.0,0.0,1.84,2.91,9.12,12.43,2.0,2.0,4.0,,100.0,4.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,10.0,1.0
10221,SAM-2004-01547,0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.91,7.66,14.15,19.72,5.0,5.0,1.0,,93.0,2.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.09,1.0,3.0,0.613
10222,SAM-2009-00834-JBM,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10223,SAM-2010-00551-KMN,1,3.0,3.0,0.0,61.0,61.0,0.0,0.0,0.0,1.0,2.0,4.0,5.08,2.0,2.0,0.0,,100.0,8.0,100.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0
10224,SAM-2010-01027-CHE,0,30.0,22.6,41.0,0.0,0.0,0.0,0.0,0.0,3.22,5.66,9.2,10.24,5.0,5.0,3.0,,80.0,7.0,45.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.575,3.0,0.0,1.0
10225,SAM-2011-00601-JEB,0,1.0,1.0,0.0,107.0,107.0,0.0,0.0,10.0,3.7,7.4,14.82,21.92,4.0,4.0,1.0,,100.0,1.0,90.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,0.123,1.0,10.0,0.55
10226,SAM-2011-00880-CHE,0,23.0,25.5,66.0,0.0,0.0,0.0,0.0,0.0,2.55,5.06,7.43,7.43,5.0,5.0,0.0,,85.0,7.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.948,3.0,0.0,1.0
10227,SAM-2011-01679-JSC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,90.0,,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10228,SAM-2012-00039-CMS,0,38.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,1.78,3.56,7.13,10.69,6.0,6.0,0.0,,71.0,7.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
10229,SAM-2012-00146-JEB,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,9.08,19.08,29.08,2.0,2.0,5.0,,90.0,4.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0
10230,SAM-2012-00972-CMS,0,33.0,32.3,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.59,7.18,10.78,6.0,6.0,0.0,,92.0,7.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0
10231,SAM-2012-01233-TMB,0,2.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10232,SAM-2013-00560-DMY,1,1.0,1.0,0.0,15.0,15.0,4.0,4.0,0.0,3.0,6.0,12.0,18.0,1.0,1.0,5.0,,85.0,7.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,85.0,1.0
10233,SAM-2013-00917-JEB,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10234,SAM-2013-01358-JEB,1,3.0,3.0,0.0,15.0,15.0,0.0,0.0,0.0,1.75,3.5,7.0,11.42,2.0,2.0,4.0,,90.0,4.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,90.0,1.0
10235,SAM-2014-00956-JSC,0,0.5,0.5,0.0,15.0,15.0,4.0,4.0,0.0,3.2,6.34,12.61,18.65,2.0,2.0,5.0,,98.0,5.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,98.0,1.0
10236,SAM-2015-00609-MGS,0,19.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,3.01,6.01,12.0,18.0,5.0,5.0,1.0,,83.0,7.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.561,3.0,3.0,1.0
10237,SAM-2015-00624-TMB,0,30.0,22.6,41.0,0.0,0.0,0.0,0.0,0.0,3.22,5.66,9.2,10.24,5.0,5.0,3.0,,80.0,7.0,45.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.575,3.0,0.0,1.0
10238,SAM-2015-00683-MGS,0,7.0,7.0,0.0,64.0,64.0,0.0,0.0,0.0,3.52,6.54,11.88,17.0,4.0,4.0,2.0,3.0,100.0,3.0,100.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.028,2.0,0.0,0.953
10239,SAM-2015-00693-MGS,0,1.0,1.0,0.0,69.0,0.0,0.0,0.0,0.0,3.53,7.04,14.06,21.08,4.0,4.0,2.0,,87.0,2.0,50.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.069,1.0,2.0,0.956
10240,SAM-2015-00892-TMB,0,9.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,2.99,5.8,11.65,17.76,5.0,5.0,1.0,,88.0,6.0,85.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.09,1.0,3.0,0.658
10241,SAM-2015-00970-LET,1,1.0,1.2,0.0,53.0,84.0,0.0,0.0,0.0,1.48,2.95,6.49,10.67,4.0,3.0,4.0,,100.0,2.0,50.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,0.79,1.0,10.0,1.0
10242,SAM-2015-00977-JSC,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,85.0,3.38,6.85,13.85,20.85,2.0,2.0,6.0,,85.0,5.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.0,1.0
10243,SAM-2015-00978-JSC,1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,9.39,15.89,5.0,5.0,1.0,2.0,85.0,2.0,85.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,0.838,1.0,0.0,1.0
10244,SAM-2015-00997-CMS,0,35.0,31.5,30.0,0.0,0.0,0.0,0.0,0.0,3.27,4.87,7.75,7.95,5.0,5.0,3.0,,85.0,7.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0
10245,SAM-2015-01005-JEB,1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,6.4,13.4,20.4,6.0,6.0,0.0,3.0,85.0,3.0,85.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,0.5,1.0,0.0,0.629
10246,SAM-2015-01021-MGS,1,1.0,1.0,0.0,56.0,56.0,0.0,0.0,5.0,2.56,5.21,10.13,14.84,4.0,4.0,5.0,,90.0,2.0,90.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.181,1.0,10.0,1.0
10247,SAM-2015-01060-JSC,0,7.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,3.62,7.37,14.87,22.37,5.0,5.0,1.0,,93.0,1.0,90.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,0.058,2.0,3.0,0.339
10248,SAM-2015-01066-RCV,1,1.0,1.0,0.0,15.0,15.0,2.0,2.0,0.0,1.97,3.91,7.86,12.65,2.0,2.0,4.0,,100.0,4.0,90.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.949,1.0,90.0,0.978
10249,SAM-2015-01121-CMS,0,15.0,14.5,46.0,0.0,0.0,0.0,0.0,0.0,3.2,4.78,5.08,5.39,5.0,5.0,3.0,,88.0,7.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.099,2.0,3.0,1.0
10250,SAM-2015-01122-CMS,0,23.0,25.5,66.0,0.0,0.0,0.0,0.0,0.0,2.55,5.06,7.43,7.43,5.0,5.0,0.0,,85.0,7.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.948,3.0,0.0,1.0
10251,SAM-2015-01130-JEB,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,2.48,4.39,10.36,14.84,1.0,1.0,4.0,,100.0,7.0,54.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,54.0,1.0
10252,SAM-2015-01131-KMN,1,1.0,1.0,0.0,8.0,53.0,4.0,4.0,100.0,5.85,11.6,23.22,35.72,1.0,1.0,5.0,,100.0,8.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
10253,SAM-2015-01142-MGS,0,3.0,3.0,0.0,112.0,112.0,0.0,0.0,0.0,3.51,7.49,15.21,22.87,5.0,5.0,2.0,2.0,95.0,2.0,100.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.065,1.0,0.0,0.859
10254,SAM-2015-01148-MGS,0,3.0,3.0,0.0,61.0,0.0,0.0,0.0,0.0,5.85,11.87,19.2,24.35,4.0,4.0,2.0,2.0,98.0,2.0,98.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.084,2.0,2.0,0.989
10255,SAM-2015-01207-NJW,0,10.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,3.06,6.5,13.57,20.64,5.0,5.0,2.0,,88.0,4.0,85.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.075,2.0,3.0,1.0
10256,SAM-2015-01210-MJF,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.79,11.43,19.48,27.23,3.0,3.0,1.0,4.0,90.0,4.0,90.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,0.667,1.0,8.0,0.545
10257,SAM-2015-01215-JEB,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,5.03,10.06,15.38,6.0,6.0,0.0,,86.0,3.0,85.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,0.936,1.0,1.0,1.0
10258,SAM-2015-01223-JEB,0,3.0,3.0,0.0,15.0,15.0,0.0,0.0,0.0,1.75,3.5,7.0,11.42,2.0,2.0,4.0,,90.0,4.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,90.0,1.0
10259,SAM-2015-01237-JEB,1,3.0,2.9,0.0,0.0,0.0,0.0,0.0,5.0,1.43,2.85,5.5,8.01,7.0,7.0,0.0,,100.0,7.0,90.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,15.0,1.0
10260,SAM-2015-01238-KMN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10261,SAM-2015-01239-JEB,1,0.5,0.6,0.0,0.0,0.0,4.0,4.0,100.0,6.68,13.35,26.7,40.05,1.0,1.0,4.0,,100.0,8.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,100.0,1.0
10262,SAM-2015-01243-NJW,0,9.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,3.02,5.37,9.98,10.1,4.0,4.0,3.0,,78.0,,55.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0
10263,SAM-2015-01244-NJW,0,11.0,11.0,78.0,0.0,0.0,0.0,0.0,0.0,3.31,7.06,11.26,11.26,5.0,5.0,3.0,,85.0,6.0,85.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0
10264,SAM-2015-01266-JMT,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,95.0,,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10265,SAM-2015-01267-NJW,0,7.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,4.08,8.28,16.4,23.45,5.0,5.0,2.0,4.0,99.0,4.0,99.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.064,2.0,1.0,0.502
10266,SAM-2015-01269-NJW,0,1.0,1.0,0.0,23.0,23.0,3.0,3.0,0.0,4.2,8.76,17.89,25.81,2.0,2.0,3.0,,100.0,3.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.938,1.0,85.0,1.0
10267,SAM-2015-01279-NJW,0,4.0,4.0,0.0,69.0,0.0,0.0,0.0,0.0,5.25,10.5,21.0,31.5,3.0,3.0,3.0,,100.0,3.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.078,2.0,0.0,1.0
10268,SAM-2015-01284-LET,1,1.0,0.8,0.0,0.0,0.0,4.0,4.0,70.0,7.68,14.0,26.65,32.78,1.0,1.0,6.0,7.0,70.0,7.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,100.0,1.0
10269,SAM-2015-01306-NJW,0,1.0,1.0,0.0,145.0,0.0,3.0,3.0,0.0,2.2,4.36,8.31,12.17,7.0,7.0,0.0,,100.0,3.0,90.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.782,1.0,5.0,0.966
10270,SAM-2015-01307-SBC,0,3.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.57,5.14,10.28,15.7,6.0,6.0,0.0,,90.0,3.0,85.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,0.939,1.0,5.0,1.0
10271,SAM-2015-01317-MJF,1,1.0,1.0,0.0,8.0,8.0,4.0,4.0,85.0,5.95,11.7,23.88,36.38,1.0,1.0,5.0,,85.0,8.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.0,1.0
10272,SAM-2015-01327-JEB,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,3.29,6.99,14.4,21.85,5.0,5.0,1.0,,100.0,2.0,90.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.138,1.0,10.0,0.547
10273,SAM-2015-01329-NJW,0,3.0,3.0,0.0,107.0,0.0,0.0,0.0,0.0,2.0,4.0,9.45,15.95,5.0,5.0,2.0,,90.0,2.0,90.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,0.838,1.0,0.0,1.0
10274,SAM-2015-01332-KMN,1,7.0,7.0,0.0,69.0,69.0,0.0,0.0,0.0,3.25,6.94,14.44,22.15,4.0,4.0,2.0,,85.0,3.0,85.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.5,2.0,0.0,1.0
10275,SAM-2015-01347-APW,0,6.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,3.02,6.49,13.45,14.29,5.0,5.0,1.0,,85.0,,80.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.125,2.0,5.0,0.379
10276,SAM-2015-01349-CMS,1,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,4.34,9.34,19.34,29.34,5.0,5.0,1.0,,88.0,2.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.42,1.0,3.0,1.0
10277,SAM-2015-01350-CMS,1,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,4.34,9.34,19.34,29.34,5.0,5.0,1.0,,88.0,2.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.42,1.0,3.0,1.0
10278,SAM-2015-01382-GAC,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.39,8.35,16.28,24.22,5.0,5.0,1.0,,90.0,1.0,85.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,0.096,1.0,5.0,0.243
10279,SAM-2015-01383-AKG,0,12.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,2.73,5.12,9.88,14.52,6.0,5.0,0.0,,85.0,6.0,60.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.414,2.0,5.0,0.914
10280,SAM-2015-01402-APW,0,12.0,12.0,117.0,0.0,0.0,0.0,0.0,0.0,2.75,6.9,15.06,17.1,5.0,5.0,1.0,,85.0,4.0,85.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.028,2.0,0.0,1.0
