,da_number,wb_area_sum_2500m,wb_gnis_name_ind_count_2500m,wb_ftype_artificialpath_2500m,wb_ftype_canalditch_2500m,wb_ftype_coastline_2500m,wb_ftype_connector_2500m,wb_ftype_pipeline_2500m,wb_ftype_streamriver_2500m,fl_areasqkm_sum_2500m,fl_gnis_name_ind_count_2500m,fl_totdasqkm_sum_2500m,fl_flow_type_count_2500m,fl_streamorde_sum_2500m,fl_intephem_sum_2500m,fl_startflag_sum_2500m,fl_divergence_sum_2500m,fl_length_sum_2500m,fl_ftype_artificialpath_2500m,fl_ftype_canalditch_2500m,fl_ftype_coastline_2500m,fl_ftype_connector_2500m,fl_ftype_pipeline_2500m,fl_ftype_streamriver_2500m,wb_area_sum_200m,wb_gnis_name_ind_count_200m,wb_ftype_artificialpath_200m,wb_ftype_canalditch_200m,wb_ftype_coastline_200m,wb_ftype_connector_200m,wb_ftype_pipeline_200m,wb_ftype_streamriver_200m,fl_areasqkm_sum_200m,fl_gnis_name_ind_count_200m,fl_totdasqkm_sum_200m,fl_flow_type_count_200m,fl_streamorde_sum_200m,fl_intephem_sum_200m,fl_startflag_sum_200m,fl_divergence_sum_200m,fl_length_sum_200m,fl_ftype_artificialpath_200m,fl_ftype_canalditch_200m,fl_ftype_coastline_200m,fl_ftype_connector_200m,fl_ftype_pipeline_200m,fl_ftype_streamriver_200m
87,LRB-2015-00714,0.0,0,0,0,0,0,0,0,10.9206,7,45.0648,7,9,3,2,0,0.0,0,1,0,0,0,6,0.0,0,0,0,0,0,0,0,2.8998,1,2.8998,1,1,1,1,0,0.0,0,0,0,0,0,1
88,LRB-2015-00728,12045.551,1,0,3,0,0,0,0,12.4713,7,-29884.4253,7,10,2,0,0,,0,0,3,0,0,4,0.0,0,0,0,0,0,0,0,3.2463,1,15.5925,1,2,1,0,0,0.0,0,0,0,0,0,1
89,LRB-2015-00750,45.649,1,0,1,0,0,0,0,40.716,12,865.0917,12,20,0,2,0,,9,0,0,0,0,3,45.649,1,0,1,0,0,0,0,3.339,1,3.339,1,1,0,1,0,,0,0,0,0,0,1
90,LRB-2015-00789,0.0,0,0,0,0,0,0,0,24.768,3,490.4415,3,7,0,0,0,0.0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
91,LRB-2015-00830,0.495,0,0,0,0,0,0,1,0.0,1,0.0,1,0,1,0,0,,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
92,LRB-2015-00834,0.0,0,0,0,0,0,0,0,1.2537,2,1.2537,2,1,2,1,0,0.0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0.0,1,0.0,1,0,1,0,0,0.0,0,0,0,0,0,1
93,LRB-2015-00838,4.749,1,0,1,0,0,0,0,22.0401,1,22.0401,1,1,0,1,0,,1,0,0,0,0,0,4.749,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
94,LRB-2015-00839,42.269,1,0,1,0,0,0,0,28.6812,9,1015.6392,9,18,0,3,0,,6,0,0,0,0,3,42.269,1,0,1,0,0,0,0,3.6837,1,3.6837,1,1,0,1,0,,0,0,0,0,0,1
95,LRB-2015-00847,0.005,0,0,1,0,0,0,0,9.5652,7,142.6806,7,11,2,1,0,,1,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
96,LRB-2015-00865,0.0,0,0,0,0,0,0,0,21.5388,2,31.7241,2,3,0,0,0,0.0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
97,LRB-2015-00873,45.649,1,0,1,0,0,0,0,24.9543,1,144.3843,1,2,0,0,0,,1,0,0,0,0,0,45.649,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
98,LRB-2015-00882,2.337,1,0,1,0,0,0,0,20.7999,4,476.7687,4,11,0,0,0,,3,0,0,0,0,1,2.337,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
99,LRB-2015-00883,2.337,1,0,1,0,0,0,0,20.7999,4,476.7687,4,11,0,0,0,,3,0,0,0,0,1,2.337,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
100,LRB-2015-00884,2.337,1,0,1,0,0,0,0,20.7999,4,476.7687,4,11,0,0,0,,3,0,0,0,0,1,2.337,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
101,LRB-2015-00900,0.041,0,0,2,0,0,0,0,19.755,7,62.3889,7,9,0,3,0,,1,0,0,0,0,6,0.0,0,0,0,0,0,0,0,1.8558,1,7.8552,1,1,0,0,0,0.0,0,0,0,0,0,1
102,LRB-2015-00928,0.027,0,0,1,0,0,0,0,17.6481,7,193.3776,7,13,4,2,0,,2,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0.684,1,0.684,1,1,1,1,0,0.0,0,0,0,0,0,1
103,LRB-2015-00931,0.0,0,0,0,0,0,0,0,22.1814,4,73.4004,4,8,1,1,0,0.0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
104,LRB-2015-00935,45.649,1,0,1,0,0,0,0,28.9737,1,111.3966,1,2,0,0,0,,1,0,0,0,0,0,45.649,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
105,LRB-2015-00941,0.0,0,0,0,0,0,0,0,19.0908,1,24.471,1,1,0,0,0,0.0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,19.0908,1,24.471,1,1,0,0,0,0.0,0,0,0,0,0,1
106,LRB-2015-00960,0.137,0,0,3,0,0,0,0,15.3072,8,2448.3348,8,28,2,3,3,,0,0,0,0,0,8,0.0,0,0,0,0,0,0,0,3.0528,1,489.1716,1,5,0,0,0,0.0,0,0,0,0,0,1
107,LRB-2015-00962,0.0,0,0,0,0,0,0,0,13.8402,5,163.3968,5,10,2,1,1,0.0,0,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
108,LRB-2015-00978,1.44,1,0,4,0,0,0,0,8.9946,4,8.9946,4,3,4,3,0,,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
109,LRB-2015-01037,0.0,0,0,0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0.0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
110,LRB-2015-01054,0.0,0,0,0,0,0,0,0,12.852,6,34.3899,6,8,4,3,0,0.0,0,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
111,LRB-2015-01058,15.618,1,0,1,0,0,0,2,17.667,15,497.1555,15,32,0,3,0,,8,0,0,0,0,7,12.795,1,0,1,0,0,0,0,3.5352,2,41.9886,2,6,0,0,0,,1,0,0,0,0,1
112,LRB-2015-01076,0.0,0,0,0,0,0,0,0,4.896,1,7.1775,1,1,0,0,0,0.0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
113,LRB-2015-01117,12045.529,1,0,1,0,0,0,0,14.8941,7,-29080.152,7,13,1,1,3,,0,0,3,0,0,4,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
114,LRB-2015-01127,42.269,1,0,1,0,0,0,0,13.4775,10,2154.0051,10,25,0,1,0,,9,0,0,0,0,1,42.269,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
115,LRB-2015-01132,0.053,0,0,1,0,0,0,0,9.1638,6,66.789,6,7,0,0,3,,1,0,0,0,0,5,0.0,0,0,0,0,0,0,0,6.0156,1,9.5877,1,1,0,0,0,0.0,0,0,0,0,0,1
116,LRB-2015-01133,7.376,1,0,1,0,0,0,0,38.2257,13,493.4817,13,29,0,1,0,,9,0,0,0,0,4,7.376,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
117,LRB-2015-01141,0.012,0,0,1,0,0,0,0,12.1221,7,43.2981,7,10,1,3,0,,0,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
118,LRB-2015-01161,0.0,0,0,0,0,0,0,0,19.3293,11,164.9502,11,19,3,3,1,0.0,0,0,0,0,0,11,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
119,LRB-2015-01162,0.0,0,0,0,0,0,0,0,18.3987,1,25.8804,1,2,0,0,0,0.0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
120,LRB-2015-01169,0.0,0,0,0,0,0,0,0,19.9458,2,30.6666,2,3,0,1,0,0.0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
121,LRB-2015-01182,0.0,0,0,0,0,0,0,0,22.4136,12,367.2054,12,26,0,4,0,0.0,0,0,0,0,0,12,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
122,LRB-2015-01186,0.0,0,0,0,0,0,0,0,21.0492,4,21.0492,4,4,4,4,0,0.0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,1.3104,1,1.3104,1,1,1,1,0,0.0,0,0,0,0,0,1
123,LRB-2015-01187,0.061,0,0,1,0,0,0,0,35.3025,11,4331.6163,11,31,0,0,0,,3,0,0,0,1,7,0.061,0,0,1,0,0,0,0,0.5841,2,1265.6106,2,8,0,0,0,,1,0,0,0,0,1
124,LRB-2015-01188,0.016,1,0,1,0,0,0,0,18.2835,4,25.8462,4,5,4,3,0,,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
125,LRB-2015-01217,12045.529,1,0,1,0,0,0,0,6.6393,4,-19971.9288,4,4,0,0,0,,2,0,3,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
126,LRB-2015-01224,0.485,1,0,1,0,0,0,0,9.2772,7,112.6323,7,14,1,1,0,,0,0,0,0,0,7,0.0,0,0,0,0,0,0,0,1.4931,1,14.8743,1,2,0,0,0,0.0,0,0,0,0,0,1
127,LRB-2015-01225,0.0,0,0,0,0,0,0,0,14.6844,3,20.5551,3,3,2,2,1,0.0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
128,LRB-2015-01231,0.009,0,0,1,0,0,0,0,45.1647,4,34467.084,4,22,0,0,0,,3,0,0,0,0,1,0.0,0,0,0,0,0,0,0,15.2442,1,16433.4501,1,7,0,0,0,0.0,1,0,0,0,0,0
129,LRB-2015-01241,0.618,2,0,3,0,0,0,0,21.7188,2,25.6041,2,2,0,1,0,,1,0,0,0,0,1,0.58,1,0,1,0,0,0,0,3.8853,1,3.8853,1,1,0,1,0,,1,0,0,0,0,0
130,LRB-2015-01242,0.637,0,0,0,0,0,0,1,17.0424,10,134.2008,10,14,4,4,0,,0,0,0,0,0,10,0.0,0,0,0,0,0,0,0,3.1302,2,28.2762,2,3,0,0,0,0.0,0,0,0,0,0,2
131,LRB-2015-01254,0.0,0,0,0,0,0,0,0,16.056,6,32.4684,6,8,4,3,0,0.0,0,1,0,0,0,5,0.0,0,0,0,0,0,0,0,4.7556,1,4.7556,1,1,1,1,0,0.0,0,0,0,0,0,1
132,LRB-2015-01260,12045.529,1,0,1,0,0,0,0,12.3615,4,62.9208,4,7,1,1,0,,0,0,3,0,0,4,0.0,0,0,0,0,0,0,0,8.5284,3,43.9605,3,5,1,1,0,0.0,0,0,0,0,0,3
133,LRB-2015-01271,0.0,0,0,0,0,0,0,0,9.0045,1,128.1879,1,3,0,0,0,0.0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
134,LRB-2015-01290,1.638,2,0,5,0,0,0,0,10.7109,4,81.5562,4,6,3,3,0,,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,3.0906,1,3.0906,1,1,1,1,0,0.0,0,0,0,0,0,1
135,LRB-2015-01320,0.0,0,0,0,0,0,0,0,18.5436,5,236.9457,5,8,0,3,0,0.0,0,0,0,0,0,5,0.0,0,0,0,0,0,0,0,3.0969,1,3.0969,1,1,0,1,0,0.0,0,0,0,0,0,1
136,LRB-2015-01338,0.324,0,0,1,0,0,0,1,9.0612,11,720.0027,11,25,0,3,0,,4,0,0,0,0,7,0.037,0,0,1,0,0,0,0,3.8457,4,306.4428,4,10,0,1,0,,1,0,0,0,0,3
137,LRB-2015-01344,3.37,1,0,2,0,0,0,0,13.392,8,35.0289,8,10,3,1,0,,5,0,0,0,0,3,3.329,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
138,LRB-2015-01357,42.269,1,0,1,0,0,0,0,19.4175,10,775.3086,10,18,0,4,0,,5,0,0,0,0,5,42.269,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
139,LRB-2015-01367,42.269,1,0,1,0,0,0,0,21.6549,9,788.3235,9,18,0,3,0,,6,0,0,0,0,3,42.269,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
140,LRB-2016-00021,0.0,0,0,0,0,0,0,0,17.2512,5,28.2276,5,6,2,2,0,0.0,0,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
141,LRB-2016-00037,45.649,1,0,1,0,0,0,0,73.8153,9,395.7597,9,14,0,3,0,,3,0,0,0,0,6,45.649,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
142,LRB-2016-00057,12059.019,1,0,14,0,0,0,1,11.853,24,1194.6231,24,18,0,0,3,,5,15,2,0,0,4,13.003,0,0,1,0,0,1,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
143,LRB-2016-00071,0.007,0,0,1,0,0,0,0,18.4437,11,4527.9558,11,28,3,3,0,,0,0,0,0,0,11,0.0,0,0,0,0,0,0,0,3.0942,3,1792.4778,3,9,0,0,0,0.0,0,0,0,0,0,3
144,LRB-2016-00072,0.068,1,0,1,0,0,0,0,23.0355,11,4506.1308,11,27,4,3,0,,1,0,0,0,0,10,0.0,0,0,0,0,0,0,0,2.0493,1,996.9822,1,4,0,0,0,0.0,0,0,0,0,0,1
145,LRB-2016-00076,0.0,0,0,0,0,0,0,0,11.2851,1,11.2851,1,1,1,1,0,0.0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
146,LRB-2016-00077,45.649,1,0,1,0,0,0,0,19.3068,11,532.8549,11,19,0,3,0,,8,0,0,0,0,3,45.649,1,0,1,0,0,0,0,5.4009,2,9.999,2,2,0,1,0,,1,0,0,0,0,1
147,LRB-2016-00121,14.976,2,0,2,0,0,0,2,38.7378,3,299.7216,3,6,0,0,0,,2,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.1476,1,90.621,1,2,0,0,0,0.0,0,0,0,0,0,1
148,LRB-2016-00132,3.329,1,0,1,0,0,0,0,18.7848,12,208.4391,12,24,4,3,0,,5,0,0,0,0,7,3.329,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
149,LRB-2016-00136,3.329,1,0,1,0,0,0,0,15.9849,11,187.2531,11,22,4,3,0,,5,0,0,0,0,6,3.329,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
150,LRB-2016-00164,1.635,1,0,3,0,0,0,0,15.5808,7,31.4766,7,9,1,1,0,,5,0,0,0,0,2,1.515,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
151,LRB-2016-00173,0.286,0,0,1,0,0,0,1,7.8687,7,14951.3544,7,12,2,3,0,,0,2,0,0,0,5,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
152,LRB-2016-00177,0.0,0,0,0,0,0,0,0,13.1643,3,104.3514,3,5,2,2,0,0.0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
153,LRB-2016-00190,63.334,1,0,3,0,0,0,0,1.755,4,238.95,4,8,0,0,0,,6,1,0,0,0,1,62.809,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
154,LRB-2016-00221,0.084,0,0,1,0,0,0,0,25.2315,5,1162.5534,5,11,2,2,0,,0,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
155,LRB-2016-00235,45.649,1,0,1,0,0,0,0,25.2054,9,1551.0042,9,17,0,2,0,,7,0,0,0,0,2,45.649,1,0,1,0,0,0,0,4.2615,1,4.2615,1,1,0,1,0,,0,0,0,0,0,1
156,LRB-2016-00248,6693.837,1,0,1,0,0,0,0,22.2363,7,-29965.6656,7,4,0,2,0,,0,0,3,0,0,4,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
157,LRB-2016-00249,0.022,0,0,1,0,0,0,0,11.556,12,767.0133,12,31,1,0,0,,2,0,0,0,0,10,0.0,0,0,0,0,0,0,0,0.1467,1,97.0146,1,3,0,0,0,0.0,0,0,0,0,0,1
158,LRB-2016-00251,0.0,0,0,0,0,0,0,0,15.1767,5,26.5293,5,7,4,3,0,0.0,0,0,0,0,0,5,0.0,0,0,0,0,0,0,0,5.4342,1,11.8404,1,2,0,0,0,0.0,0,0,0,0,0,1
159,LRB-2016-00256,0.0,0,0,0,0,0,0,0,17.1369,14,304.1964,14,26,0,6,0,0.0,0,0,0,0,0,14,0.0,0,0,0,0,0,0,0,1.4589,1,25.0587,1,2,0,0,0,0.0,0,0,0,0,0,1
160,LRB-2016-00265,0.0,0,0,0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0.0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
161,LRB-2016-00274,0.0,0,0,0,0,0,0,0,15.4575,10,65.7954,10,5,0,1,0,0.0,0,10,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0.0,0,1,0,0,0,0
162,LRB-2016-00276,0.0,0,0,0,0,0,0,0,8.0568,4,32468.2263,4,18,0,0,0,0.0,3,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
163,LRB-2016-00284,1.681,1,0,1,0,0,0,0,29.448,5,157.5144,5,11,0,0,0,,3,0,0,0,0,2,1.681,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
164,LRB-2016-00296,0.158,0,0,5,0,0,0,0,12.6747,10,1935.7839,10,23,1,1,3,,0,0,0,0,0,10,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
165,LRB-2016-00299,0.139,0,0,4,0,0,0,0,17.3277,10,1919.7423,10,24,1,2,0,,7,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
166,LRB-2016-00322,0.042,1,0,1,0,1,0,0,0.0,1,0.0,1,0,0,0,0,,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0.0,0,0,0,0,0,1
167,LRB-2016-00329,0.0,0,0,0,0,0,0,0,8.5824,9,17.073,9,4,0,2,0,0.0,0,9,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0.0,0,1,0,0,0,0
168,LRB-2016-00350,0.152,0,0,3,0,0,0,0,13.5855,5,995.4234,5,12,0,2,0,,0,1,0,0,0,4,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
169,LRB-2016-00409,0.011,0,0,1,0,0,0,0,1.377,3,1.377,3,1,0,1,0,,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0.0,0,0,0,0,0,1
170,LRB-2016-00439,0.0,0,0,0,0,0,0,0,10.4949,6,34.7094,6,7,3,2,0,0.0,0,1,0,0,0,5,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
171,LRB-2016-00467,0.0,0,0,0,0,0,0,0,15.4125,1,43.335,1,3,0,0,0,0.0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,15.4125,1,43.335,1,3,0,0,0,0.0,0,0,0,0,0,1
172,LRB-2016-00471,0.0,0,0,0,0,0,0,0,16.137,5,195.9984,5,6,2,2,0,0.0,0,1,0,0,0,4,0.0,0,0,0,0,0,0,0,4.3128,1,98.4033,1,2,0,0,0,0.0,0,0,0,0,0,1
173,LRB-2016-00472,9.414,1,0,1,0,0,0,2,15.2928,18,1066.6449,18,39,0,5,3,,3,0,0,0,0,15,0.0,0,0,0,0,0,0,0,1.1259,1,34.0137,1,2,0,0,0,0.0,0,0,0,0,0,1
174,LRB-2016-00500,0.0,0,0,0,0,0,0,0,15.2901,14,71242.9875,14,45,3,4,0,0.0,8,2,0,0,0,4,0.0,0,0,0,0,0,0,0,1.3338,3,28481.0157,3,15,0,1,0,0.0,2,1,0,0,0,0
175,LRB-2016-00514,0.0,0,0,0,0,0,0,0,21.231,19,5155.2261,19,51,0,4,0,0.0,10,0,0,0,0,9,0.0,0,0,0,0,0,0,0,1.3005,3,1533.7008,3,12,0,0,0,0.0,2,0,0,0,0,1
176,LRB-2016-00515,0.089,1,0,1,0,0,0,0,10.3194,7,157.3434,7,15,1,1,0,,1,0,0,0,0,6,0.0,0,0,0,0,0,0,0,1.9548,2,75.2319,2,6,0,0,0,0.0,0,0,0,0,0,2
177,LRB-2016-00520,0.191,0,0,5,0,0,0,0,13.3137,13,71194.68,13,43,4,4,0,,9,0,0,0,0,4,0.0,0,0,0,0,0,0,0,1.7514,1,1.7514,1,1,1,1,0,0.0,0,0,0,0,0,1
178,LRB-2016-00539,0.0,0,0,0,0,0,0,0,5.9103,6,951.0255,6,20,0,0,3,0.0,0,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
179,LRB-2016-00551,0.02,1,0,2,0,0,0,0,0.0,2,0.0,2,0,0,0,0,,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0.0,0,0,0,0,0,1
180,LRB-2016-00564,0.0,0,0,0,0,0,0,0,74.8215,6,148.2669,6,7,1,3,0,0.0,0,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
181,LRB-2016-00565,0.0,0,0,0,0,0,0,0,15.3243,4,23.5737,4,6,1,1,0,0.0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,6.3477,1,9.8955,1,2,0,0,0,0.0,0,0,0,0,0,1
182,LRB-2016-00581,0.0,0,0,0,0,0,0,0,39.7035,4,2086.2963,4,12,1,1,0,0.0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
183,LRB-2016-00593,12045.529,1,0,1,0,0,0,0,24.3423,3,-9534.7071,3,5,0,0,0,,1,1,3,0,0,0,12045.529,1,0,1,0,0,0,0,1.9458,1,-9999.0,1,0,0,0,0,,0,0,1,0,0,0
184,LRB-2016-00643,0.0,0,0,0,0,0,0,0,19.2357,12,710.3169,12,21,9,5,6,0.0,0,3,0,0,0,9,0.0,0,0,0,0,0,0,0,3.9492,3,461.1132,3,9,1,0,2,0.0,0,2,0,0,0,1
185,LRB-2016-00646,0.0,0,0,0,0,0,0,0,18.7569,7,1227.6522,7,13,2,2,5,0.0,0,1,0,0,0,6,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
186,LRB-2016-00792,0.0,0,0,0,0,0,0,0,9.1845,2,341.5068,2,5,1,1,0,0.0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
187,LRB-2016-00798,0.035,0,0,2,0,0,0,0,7.0506,4,10.9701,4,2,0,1,0,,0,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
188,LRB-2016-00805,0.0,0,0,0,0,0,0,0,8.1108,4,376.4664,4,10,0,2,0,0.0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
189,LRB-2016-00809,0.0,0,0,0,0,0,0,0,15.9012,4,57.393,4,7,0,1,0,0.0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,3.3255,1,3.3255,1,1,0,1,0,0.0,0,0,0,0,0,1
190,LRB-2016-00836,0.051,0,0,2,0,0,0,0,10.9134,7,15.6618,7,8,0,3,0,,2,0,0,0,0,5,0.0,0,0,0,0,0,0,0,2.1231,1,6.5988,1,2,0,0,0,0.0,0,0,0,0,0,1
191,LRB-2016-00844,0.0,0,0,0,0,0,0,0,7.4871,3,10.8837,3,2,2,1,0,0.0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
192,LRB-2016-00862,0.0,0,0,0,0,0,0,0,14.976,8,427.8105,8,17,2,2,0,0.0,0,0,0,0,0,8,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
193,LRB-2016-00885,0.0,0,0,0,0,0,0,0,12.0249,2,17.1324,2,2,1,1,0,0.0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,6.9174,1,12.0249,1,1,0,0,0,0.0,0,0,0,0,0,1
194,LRB-2016-00886,0.0,0,0,0,0,0,0,0,12.0249,2,17.1324,2,2,1,1,0,0.0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,6.9174,1,12.0249,1,1,0,0,0,0.0,0,0,0,0,0,1
195,LRB-2016-00887,0.0,0,0,0,0,0,0,0,12.0249,2,17.1324,2,2,1,1,0,0.0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,6.9174,1,12.0249,1,1,0,0,0,0.0,0,0,0,0,0,1
196,LRB-2016-00907,0.108,0,0,2,0,0,0,0,3.5055,4,9.4554,4,6,3,2,0,,0,1,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
