,da_number,district,longitude,latitude,cwa_determination,potential_wetland,county,state
13708,SWG-2017-00727,35,-94.90361,29.82975,0,1,883,48.0
13709,SWG-2017-00731,35,-95.06395,29.52254,0,1,1105,48.0
13710,SWG-2017-00738,35,-95.05965,29.87717,0,0,1102,48.0
13711,SWG-2017-00739,35,-97.07276,28.02723,0,0,1104,48.0
13712,SWG-2017-00742,35,-95.32829,28.93499,1,0,1106,48.0
13713,SWG-2017-00756,35,-98.10631,26.06986,1,0,1109,48.0
13714,SWG-2017-00757,35,-97.28332,25.96249,1,0,335,48.0
13715,SWG-2017-00758,35,-94.83064,29.28281,1,0,1105,48.0
13716,SWG-2017-00759,35,-93.85522,28.356,0,0,-1,
13717,SWG-2017-00773,35,-95.09557,29.49917,0,1,1105,48.0
13718,SWG-2017-00781,35,-95.30233,29.99303,1,1,1102,48.0
13719,SWG-2017-00788,35,-95.63367,28.77864,0,0,1108,48.0
13720,SWG-2017-00790,35,-95.04849,29.14758,1,1,1105,48.0
13721,SWG-2017-00796,35,-94.87778,29.82743,0,1,883,48.0
13722,SWG-2017-00803,35,-95.08884,30.20753,1,0,893,48.0
13723,SWG-2017-00832,35,-91.5103,27.89984,0,0,-1,
13724,SWG-2018-00029,35,-94.98465,29.82116,0,1,1102,48.0
13725,SWG-2018-00040,35,-94.5131,28.1002,0,0,-1,
13726,SWG-2018-00041,35,-95.0002,29.17295,1,0,1105,48.0
13727,SWG-2018-00046,35,-95.64274,28.78232,1,0,1108,48.0
13728,SWG-2018-00052,35,-95.18906,29.83261,0,1,1102,48.0
13729,SWG-2018-00060,35,-95.59575,30.0558,0,1,1102,48.0
13730,SWG-2018-00076,35,-95.20117,29.70746,1,0,1102,48.0
13731,SWG-2018-00082,35,-94.75402,29.38562,1,0,1105,48.0
13732,SWG-2018-00083,35,-96.55583,29.71571,1,0,1121,48.0
13733,SWG-2018-00084,35,-97.17804,27.87563,1,0,1103,48.0
13734,SWG-2018-00086,35,-96.40521,28.74263,1,0,114,48.0
13735,SWG-2018-00092,35,-95.736,30.0964,0,1,115,48.0
13736,SWG-2018-00096,35,-95.06288,29.13804,0,0,1105,48.0
13737,SWG-2018-00120,35,-94.87793,26.54922,0,0,-1,
13738,SWG-2018-00141,35,-95.02827,29.55161,1,0,1105,48.0
13739,SWG-2018-00144,35,-95.0808,29.96487,1,1,1102,48.0
13740,SWG-2018-00151,35,-95.22699,29.90769,0,1,1102,48.0
13741,SWG-2018-00166,35,-94.67062,29.84264,0,1,883,48.0
13742,SWG-2018-00170,35,-97.51816,28.00885,1,0,1103,48.0
13743,SWG-2018-00171,35,-97.14281,27.89421,1,0,1103,48.0
13744,SWG-2018-00180,35,-95.68306,29.79456,0,0,1102,48.0
13745,SWG-2018-00182,35,-97.51624,27.73518,1,0,1110,48.0
13746,SWG-2018-00183,35,-97.06944,27.82602,1,0,1110,48.0
13747,SWG-2018-00184,35,-95.65274,29.95719,1,1,1102,48.0
13748,SWG-2018-00185,35,-95.3924,29.63348,1,0,1102,48.0
13749,SWG-2018-00186,35,-95.11365,29.64199,1,0,1102,48.0
13750,SWG-2018-00189,35,-94.7085,30.03265,1,0,893,48.0
13751,SWG-2018-00193,35,-95.68676,29.83011,1,0,1102,48.0
13752,SWG-2018-00195,35,-95.33063,29.11899,1,0,1106,48.0
13753,SWG-2018-00198,35,-95.11423,29.57451,0,0,1102,48.0
13754,SWG-2018-00202,35,-95.65811,29.8692,0,1,1102,48.0
13755,SWG-2018-00216,35,-95.29855,28.9458,1,0,1106,48.0
13756,SWG-2018-00218,35,-95.03256,29.51663,0,1,1105,48.0
13757,SWG-2018-00221,35,-95.13824,30.27224,1,0,893,48.0
13758,SWG-2018-00223,35,-96.35702,28.65085,1,0,277,48.0
13759,SWG-2018-00225,35,-96.01006,29.43674,1,0,1111,48.0
13760,SWG-2018-00234,35,-95.07813,29.53239,1,0,1105,48.0
13761,SWG-2018-00238,35,-96.56274,28.6473,1,0,277,48.0
13762,SWG-2018-00241,35,-95.62733,28.76629,1,0,1108,48.0
13763,SWG-2018-00265,35,-96.50963,28.61738,1,0,277,48.0
13764,SWG-2018-00273,35,-97.30823,25.97543,0,0,335,48.0
13765,SWG-2018-00277,35,-95.26085,28.97371,1,0,1106,48.0
13766,SWG-2018-00307,35,-95.62744,28.76616,1,0,1108,48.0
13767,SWG-2018-00308,35,-97.6394,26.18639,1,0,335,48.0
13768,SWG-2018-00310,35,-95.65459,28.79664,1,0,1108,48.0
13769,SWG-2018-00319,35,-95.23334,28.99394,0,0,1106,48.0
13770,SWG-2018-00334,35,-95.40371,29.73351,0,0,1102,48.0
13771,SWG-2018-00352,35,-95.0588,29.72018,0,1,1102,48.0
13772,SWG-2018-00355,35,-95.25219,28.97939,1,0,1106,48.0
13773,SWG-2018-00376,35,-95.78975,29.79254,0,1,1102,48.0
13774,SWG-2018-00381,35,-97.07526,27.82914,1,0,1110,48.0
13775,SWG-2018-00394,35,-94.7498,30.0204,0,1,893,48.0
13776,SWG-2018-00395,35,-95.43046,29.99726,1,1,1102,48.0
13777,SWG-2018-00397,35,-98.11954,26.14093,0,0,1109,48.0
13778,SWG-2018-00401,35,-97.09758,28.00207,0,1,1104,48.0
13779,SWG-2018-00426,35,-98.15374,28.42243,0,1,1118,48.0
13780,SWG-2018-00433-RCC,35,-97.10986,27.99487,0,1,1104,48.0
13781,SWG-2018-00446,35,-95.79846,29.83147,1,0,1102,48.0
13782,SWG-2018-00448,35,-94.77456,29.38172,0,0,1105,48.0
13783,SWG-2018-00459,35,-94.76621,29.36773,1,1,1105,48.0
13784,SWG-2018-00460,35,-95.04805,29.58013,1,0,1102,48.0
13785,SWG-2018-00461,35,-95.50834,30.12304,0,1,1102,48.0
13786,SWG-2018-00462,35,-94.22799,29.69985,1,0,40,48.0
13787,SWG-2018-00466,35,-95.43661,30.87125,1,0,858,48.0
13788,SWG-2018-00476,35,-97.11237,27.94535,1,0,1104,48.0
13789,SWG-2018-00480,35,-97.24404,27.48249,1,0,1113,48.0
13790,SWG-2018-00491,35,-94.94751,29.46927,0,0,1105,48.0
13791,SWG-2018-00504,35,-95.4591,29.61315,1,0,1102,48.0
13792,SWG-2018-00515,35,-94.93628,29.22679,0,0,1105,48.0
13793,SWG-2018-00521,35,-94.14304,29.87652,1,0,40,48.0
13794,SWG-2018-00541,35,-97.29563,26.09305,0,0,335,48.0
13795,SWG-2018-00570,35,-95.2916,28.96281,1,0,1106,48.0
13796,SWG-2018-00613,35,-95.01538,29.59537,1,0,1102,48.0
13797,SWG-2018-00626,35,-95.18521,29.95577,0,0,1102,48.0
13798,SWG-2018-00627,35,-95.80627,29.83108,0,1,1102,48.0
13799,SWG-2018-00644,35,-94.22999,30.22259,0,1,116,48.0
13800,SWG-2018-00659,35,-98.15853,26.39823,0,0,1109,48.0
13801,SWG-2018-00662,35,-98.1302,26.17866,0,0,1109,48.0
13802,SWG-2018-00670,35,-94.12464,30.05583,0,0,40,48.0
13803,SWG-2018-00677,35,-95.74701,29.61187,1,0,1111,48.0
13804,SWG-2018-00679,35,-95.76815,29.73299,0,1,1111,48.0
13805,SWG-2018-00680,35,-95.45552,29.8839,0,1,1102,48.0
13806,SWG-2018-00683,35,-94.59824,29.47564,1,0,1105,48.0
13807,SWG-2018-00686,35,-95.42682,30.05428,0,1,1102,48.0
13808,SWG-2018-00691,35,-98.73845,26.56213,0,1,1114,48.0
13809,SWG-2018-00696,35,-95.60444,28.77689,1,0,1108,48.0
13810,SWG-2018-00716,35,-97.07431,27.81537,0,0,1110,48.0
13811,SWG-2018-00725,35,-96.25138,29.75446,1,0,1123,48.0
13812,SWG-2018-00729,35,-97.08294,27.99293,1,0,1104,48.0
13813,SWG-2018-00790,35,-95.75933,29.24667,0,0,1106,48.0
13814,SWG-2018-00815,35,-93.92558,29.74965,1,0,40,48.0
13815,SWG-2018-00816,35,-95.04256,29.79324,1,1,1102,48.0
13816,SWG-2018-00818,35,-94.20964,29.98355,0,1,40,48.0
13817,SWG-2018-00823,35,-95.38456,29.6524,0,1,1102,48.0
13818,SWG-2018-00850,35,-95.65301,29.8689,1,1,1102,48.0
13819,SWG-2018-00861,35,-95.555,30.11559,1,0,1102,48.0
13820,SWG-2018-00874,35,-94.05257,29.79561,1,0,40,48.0
13821,SWG-2018-00888,35,-95.19152,29.82197,0,1,1102,48.0
13822,SWG-2018-00896,35,-95.30325,28.94522,1,0,1106,48.0
13823,SWG-2018-00932,35,-95.16326,29.0458,1,0,1106,48.0
13824,SWG-2018-00939,35,-95.08389,29.7903,1,0,1102,48.0
13825,SWG-2018-00947,35,-95.27673,29.72339,1,0,1102,48.0
13826,SWG-2018-00948,35,-95.60717,30.0092,0,0,1102,48.0
13827,SWG-2019-00021,35,-95.09462,29.86835,0,0,1102,48.0
13828,SWG-2019-00025,35,-95.22374,29.62259,0,0,1102,48.0
13829,SWG-2019-00026,35,-95.50015,29.93188,0,0,1102,48.0
13830,SWG-2019-00038-RCC,35,-97.80471,26.09604,0,1,335,48.0
13831,SWG-2019-00060,35,-95.61837,30.06696,0,0,1102,48.0
13832,SWG-2019-00080,35,-95.28089,29.29129,1,0,1106,48.0
13833,SWG-2019-00093,35,-95.42181,30.20335,0,0,115,48.0
13834,SWG-2019-00117,35,-95.10135,29.5797,0,0,1102,48.0
13835,SWG-2019-00120,35,-96.10601,29.78082,0,0,1123,48.0
13836,SWG-2019-00122,35,-93.83551,30.07766,0,1,186,48.0
13837,SWG-2019-00127,35,-95.64142,30.04575,0,1,1102,48.0
13838,SWG-2019-00136,35,-95.47812,29.95788,0,0,1102,48.0
13839,SWG-2019-00173,35,-95.70316,29.917,0,0,1102,48.0
13840,SWG-2019-00193,35,-95.14073,29.60771,0,0,1102,48.0
13841,SWG-2019-00210,35,-94.53179,30.81801,1,0,96,48.0
13842,SWG-2019-00211,35,-94.41537,30.68073,1,0,96,48.0
13843,SWG-2019-00212,35,-94.33029,30.99568,1,0,96,48.0
13844,SWG-2019-00213,35,-94.17001,30.7048,1,0,96,48.0
13845,SWG-2019-00217,35,-95.20018,29.60378,0,1,1102,48.0
13846,SWG-2019-00224,35,-94.61291,30.98369,1,0,96,48.0
13847,SWG-2019-00229-RC,35,-94.85868,29.24833,0,0,1105,48.0
13848,SWG-2019-00232,35,-94.75127,29.33392,0,0,1105,48.0
13849,SWG-2019-00244-RCC,35,-96.61518,28.43893,1,0,277,48.0
13850,SWG-2019-00254-RCC,35,-97.59183,26.47711,1,0,1115,48.0
13851,SWG-2019-00260,35,-95.60107,30.14169,0,0,115,48.0
13852,SWG-2019-00295,35,-95.53014,29.80588,1,1,1102,48.0
13853,SWG-2019-00304,35,-96.16847,29.76782,0,0,1123,48.0
13854,SWG-2019-00309,35,-94.38741,29.8257,0,1,883,48.0
13855,SWG-2019-00314,35,-95.75122,29.74622,0,0,1111,48.0
13856,SWG-2019-00321,35,-95.76762,29.79523,0,1,1102,48.0
13857,SWG-2019-00342,35,-95.36085,29.8979,0,0,1102,48.0
13858,SWG-2019-00343,35,-95.50948,29.93592,1,1,1102,48.0
13859,SWG-2019-00441,35,-95.17615,29.58086,0,1,1102,48.0
13860,SWG-2019-00461-RCC,35,-97.51816,28.00885,1,0,1103,48.0
13861,SWG-2019-00462,35,-95.39491,29.88933,0,0,1102,48.0
13862,SWG-2019-00464,35,-95.73714,29.74631,0,0,1102,48.0
13863,SWG-2019-00471,35,-95.63513,28.77717,0,0,1108,48.0
13864,SWG-2019-00478,35,-97.99142,26.13743,0,1,1109,48.0
13865,SWG-2019-00498,35,-97.96013,26.10698,1,0,1109,48.0
13866,SWG-2019-00516,35,-97.17983,27.87781,0,1,1103,48.0
13867,SWG-2019-00551,35,-96.1115,29.81118,0,0,1123,48.0
13868,SWG-2019-00553,35,-98.25714,26.10188,0,0,1109,48.0
13869,SWG-2019-00566,35,-98.14196,26.20217,0,0,1109,48.0
13870,SWG-2019-00567,35,-97.90838,26.16441,0,0,1109,48.0
13871,SWG-2019-00568,35,-97.99183,26.29611,0,0,1109,48.0
13872,SWG-2019-00638,35,-95.05091,29.69843,0,1,1102,48.0
13873,SWG-2019-00642,35,-95.43637,30.32058,0,1,115,48.0
13874,SWG-2019-00691,35,-97.07637,27.82884,1,0,1110,48.0
13875,SWG-2019-00694,35,-98.228,28.589,0,1,1118,48.0
13876,SWG-2019-00696,35,-95.04277,29.56318,1,0,1102,48.0
13877,SWG-2019-00718,35,-95.36477,29.76978,1,0,1102,48.0
13878,SWG-2019-00723,35,-95.33207,29.87454,0,0,1102,48.0
13879,SWG-2019-00728,35,-98.6506,28.5204,0,0,1124,48.0
13880,SWG-2019-00729,35,-98.09023,26.2432,0,0,1109,48.0
13881,SWG-2019-00733,35,-95.62831,29.95103,0,1,1102,48.0
13882,SWG-2019-00745,35,-95.20318,30.08801,0,1,115,48.0
13883,SWG-2019-00752,35,-95.39092,29.54792,0,0,1106,48.0
13884,SWG-2019-00754,35,-95.44982,30.36904,0,1,115,48.0
13885,SWG-2019-00757,35,-98.10413,26.25984,0,0,1109,48.0
13886,SWG-2019-00761,35,-95.96339,29.55242,1,0,1111,48.0
13887,SWG-2019-00766,35,-94.29416,30.0537,0,0,40,48.0
13888,SWG-2019-00792,35,-95.28356,29.98088,0,0,1102,48.0
13889,SWG-2019-00800,35,-98.0209,26.15678,0,0,1109,48.0
13890,SWG-2019-00802,35,-97.94363,26.22876,0,0,1109,48.0
13891,SWG-2019-00822,35,-97.82419,26.30994,1,0,335,48.0
13892,SWG-2019-00823,35,-98.02887,27.54519,0,0,1113,48.0
13893,SWG-2019-00841,35,-95.57512,29.69666,0,0,1102,48.0
13894,SWG-2019-00854,35,-97.98601,26.10843,0,1,1109,48.0
13895,SWG-2020-00026,35,-97.05294,27.82802,1,0,1110,48.0
13896,SWG-2020-00038,35,-96.22405,29.22337,0,0,1120,48.0
13897,SWG-2020-00061,35,-95.85186,30.0512,0,0,1102,48.0
13898,SWG-2020-00062,35,-95.57352,29.97378,0,0,1102,48.0
13899,SWG-2020-00124,35,-98.33869,26.36722,0,0,1109,48.0
13900,SWG-2020-00164,35,-99.4025,27.10454,0,0,1125,48.0
13901,SWG-2020-00214,35,-98.31687,26.15036,0,0,1109,48.0
13902,SWG-2020-00230,35,-95.3596,29.90229,0,0,1102,48.0
13903,SWG-2020-00258,35,-97.44305,25.95766,0,1,335,48.0
13904,SWG-2020-00289,35,-98.24231,26.30857,0,0,1109,48.0
13905,SWG-2020-00299,35,-98.25652,26.10424,0,0,1109,48.0
13906,SWL-1970-00355,36,-94.07665,35.42358,1,0,1126,5.0
13907,SWL-1989-03765,36,-93.13264,35.19204,0,1,426,5.0
13908,SWL-1995-13032,36,-90.72051,36.52321,0,1,170,29.0
13909,SWL-1995-13404,36,-92.83207,35.13111,0,0,1127,5.0
13910,SWL-1996-14047,36,-91.1445,36.15376,0,1,163,5.0
13911,SWL-2001-17072,36,-91.20667,35.77438,0,1,114,5.0
13912,SWL-2001-17226,36,-92.18786,34.72495,1,1,280,5.0
13913,SWL-2001-17396,36,-92.14135,34.72167,1,1,280,5.0
13914,SWL-2007-00307-ts,36,-92.06759,34.26671,1,1,40,5.0
13915,SWL-2007-00522,36,-92.37509,34.84116,1,1,280,5.0
13916,SWL-2009-00084,36,-93.20694,35.29016,1,1,426,5.0
13917,SWL-2009-00272,36,-93.47212,35.45572,0,0,144,5.0
13918,SWL-2009-00480,36,-93.454,35.75035,0,1,79,5.0
13919,SWL-2012-00151,36,-92.32445,34.77011,1,1,280,5.0
13920,SWL-2013-00106,36,-92.42535,34.64704,1,1,280,5.0
13921,SWL-2013-00329,36,-91.65772,37.43514,0,1,1128,29.0
13922,SWL-2015-00131,36,-94.4258,35.39871,0,1,1126,5.0
13923,SWL-2015-00158,36,-92.43565,34.81626,1,1,280,5.0
13924,SWL-2015-00167,36,-92.78128,34.96228,1,1,106,5.0
13925,SWL-2015-00188,36,-90.68132,36.44447,0,1,152,5.0
13926,SWL-2015-00201,36,-93.09306,35.54703,1,1,426,5.0
13927,SWL-2015-00216,36,-93.19906,36.56663,1,1,1129,29.0
13928,SWL-2015-00225,36,-93.38851,35.0555,0,1,1130,5.0
13929,SWL-2015-00255,36,-94.55688,37.1767,0,1,75,29.0
13930,SWL-2015-00264,36,-94.20559,35.08814,0,1,1126,5.0
13931,SWL-2015-00269,36,-91.47243,35.29076,1,1,169,5.0
13932,SWL-2015-00283,36,-94.60559,37.4498,0,1,1131,29.0
13933,SWL-2015-00292,36,-92.43584,34.81553,1,1,280,5.0
13934,SWL-2015-00307,36,-93.72378,35.60398,0,1,82,5.0
13935,SWL-2015-00309,36,-93.06101,37.116,0,1,244,29.0
13936,SWL-2015-00332,36,-94.46263,36.20584,0,1,194,5.0
13937,SWL-2015-00333,36,-94.33789,36.27714,0,1,194,5.0
13938,SWL-2015-00334,36,-94.41383,36.21801,0,1,194,5.0
13939,SWL-2015-00339,36,-90.41619,36.73546,0,1,118,29.0
13940,SWL-2015-00340,36,-92.45988,35.12115,1,1,1132,5.0
13941,SWL-2015-00359,36,-92.45537,34.79416,1,1,280,5.0
13942,SWL-2015-00362,36,-91.48769,36.38433,1,1,153,5.0
13943,SWL-2015-00365,36,-94.49755,37.14742,1,1,75,29.0
13944,SWL-2015-00382,36,-93.79773,35.91381,0,1,1,5.0
13945,SWL-2016-00037,36,-92.46117,35.12886,1,1,1132,5.0
13946,SWL-2016-00067,36,-94.17206,35.62963,0,1,425,5.0
13947,SWL-2016-00074,36,-91.63752,35.75921,0,1,1133,5.0
13948,SWL-2016-00087,36,-94.38711,33.91913,1,1,1134,5.0
13949,SWL-2016-00089,36,-91.51032,35.36252,0,1,169,5.0
13950,SWL-2016-00096,36,-90.47105,36.69486,0,1,118,29.0
13951,SWL-2016-00104,36,-93.33411,37.18482,0,0,89,29.0
13952,SWL-2016-00106,36,-93.15135,36.24801,0,1,105,5.0
13953,SWL-2016-00107,36,-90.55801,36.99723,0,1,27,29.0
13954,SWL-2016-00108,36,-93.87201,33.95024,0,1,164,5.0
13955,SWL-2016-00120,36,-94.1324,36.24216,1,1,194,5.0
13956,SWL-2016-00128,36,-94.1896,36.14453,1,1,130,5.0
13957,SWL-2016-00148,36,-91.05967,36.0395,0,1,163,5.0
13958,SWL-2016-00152,36,-90.47492,36.89824,0,0,118,29.0
13959,SWL-2016-00157,36,-93.02162,36.17854,0,1,105,5.0
13960,SWL-2016-00189,36,-94.20055,36.33188,0,1,194,5.0
13961,SWL-2016-00199,36,-92.24166,34.70801,0,1,280,5.0
13962,SWL-2016-00206,36,-93.18028,35.23628,0,1,1130,5.0
13963,SWL-2016-00229,36,-92.73575,35.15376,0,1,1127,5.0
13964,SWL-2016-00238,36,-92.51558,36.66495,0,0,1135,29.0
13965,SWL-2016-00258,36,-94.19445,34.04368,1,1,203,5.0
13966,SWL-2016-00283,36,-92.67864,36.19253,1,1,134,5.0
13967,SWL-2016-00299,36,-90.55008,36.438,0,1,152,5.0
13968,SWL-2016-00303,36,-94.32385,35.29499,1,1,1126,5.0
13969,SWL-2016-00340,36,-93.07122,37.10353,0,0,89,29.0
13970,SWL-2016-00375,36,-91.06881,35.9742,0,1,163,5.0
13971,SWL-2016-00389,36,-94.39524,35.39008,0,1,1126,5.0
13972,SWL-2016-00392,36,-94.45274,37.19009,1,1,75,29.0
13973,SWL-2016-00404,36,-91.68786,36.64828,0,1,1136,29.0
13974,SWL-2016-00405,36,-91.13334,35.82192,0,1,114,5.0
13975,SWL-2016-00418,36,-92.2732,34.7333,0,1,280,5.0
13976,SWL-2017-00014,36,-92.45361,34.64972,1,0,248,5.0
13977,SWL-2017-00023,36,-92.4802,34.7672,1,1,280,5.0
13978,SWL-2017-00035,36,-93.91117,37.26644,0,1,163,29.0
13979,SWL-2017-00040,36,-92.33543,35.32577,0,1,1132,5.0
13980,SWL-2017-00043,36,-93.02182,36.17561,0,0,105,5.0
13981,SWL-2017-00044,36,-90.9975,36.9691,0,1,1137,29.0
13982,SWL-2017-00045,36,-91.4446,37.1436,0,1,1138,29.0
13983,SWL-2017-00053,36,-92.04414,35.79043,0,1,881,5.0
13984,SWL-2017-00055,36,-91.28489,35.60478,0,0,114,5.0
13985,SWL-2017-00072,36,-94.14086,36.1175,1,1,130,5.0
13986,SWL-2017-00074,36,-92.35555,34.80278,0,0,280,5.0
13987,SWL-2017-00077,36,-92.29939,35.56702,0,1,1139,5.0
13988,SWL-2017-00089,36,-94.12135,36.03518,1,0,130,5.0
13989,SWL-2017-00106,36,-92.2085,34.53486,0,0,280,5.0
13990,SWL-2017-00133,36,-94.11756,36.11238,0,0,130,5.0
13991,SWL-2017-00153,36,-90.94754,36.24309,0,0,168,5.0
13992,SWL-2017-00156,36,-92.085,35.982,1,1,1140,5.0
13993,SWL-2017-00179,36,-92.38282,34.66128,1,1,280,5.0
13994,SWL-2017-00189,36,-94.30211,35.30899,0,0,1126,5.0
13995,SWL-2017-00191,36,-92.27506,34.74143,0,0,280,5.0
13996,SWL-2017-00198,36,-92.43975,35.0948,0,0,1132,5.0
13997,SWL-2017-00201,36,-93.94184,36.33233,0,0,194,5.0
13998,SWL-2017-00204,36,-91.03955,36.44041,0,1,168,5.0
13999,SWL-2017-00222,36,-94.25428,36.35488,0,0,194,5.0
14000,SWL-2017-00227,36,-92.08761,34.33475,0,0,40,5.0
14001,SWL-2017-00251,36,-93.73485,36.1032,0,0,1,5.0
14002,SWL-2017-00269,36,-94.22075,36.35678,1,1,194,5.0
14003,SWL-2017-00276,36,-92.4496,34.78923,1,1,280,5.0
14004,SWL-2017-00280,36,-91.09073,36.25106,0,0,168,5.0
14005,SWL-2017-00287,36,-90.7142,36.33227,0,1,152,5.0
14006,SWL-2017-00306,36,-92.28825,34.78875,0,0,280,5.0
14007,SWL-2017-00322,36,-92.6203,35.28369,0,0,1127,5.0
14008,SWL-2017-00333,36,-94.38525,35.31596,0,1,1126,5.0
14009,SWL-2017-00349,36,-92.46892,34.63186,1,0,248,5.0
14010,SWL-2017-00354,36,-93.16295,35.32057,0,0,426,5.0
14011,SWL-2017-00365,36,-93.4997,35.4621,0,0,144,5.0
14012,SWL-2017-00400,36,-90.28067,36.84424,0,0,118,29.0
14013,SWL-2018-00041,36,-94.239,36.324,1,1,194,5.0
14014,SWL-2018-00045,36,-92.67045,35.89334,1,1,1141,5.0
14015,SWL-2018-00061,36,-92.31568,34.81465,1,1,280,5.0
14016,SWL-2018-00068,36,-94.41498,35.41747,0,0,1126,5.0
14017,SWL-2018-00076,36,-94.36723,35.34669,1,1,1126,5.0
14018,SWL-2018-00085,36,-94.34891,35.47775,1,1,425,5.0
14019,SWL-2018-00111,36,-92.4492,36.59868,0,0,1135,29.0
14020,SWL-2018-00131,36,-94.4256,36.06026,0,0,130,5.0
14021,SWL-2018-00132,36,-93.84415,35.5031,0,0,82,5.0
14022,SWL-2018-00206,36,-92.27749,34.78824,0,0,280,5.0
14023,SWL-2018-00213,36,-92.31734,34.7413,0,0,280,5.0
14024,SWL-2018-00215,36,-91.98859,34.27285,0,0,40,5.0
14025,SWL-2018-00219,36,-92.49091,35.05617,0,0,1132,5.0
14026,SWL-2018-00232,36,-94.26728,36.35297,0,1,194,5.0
14027,SWL-2018-00251,36,-92.71168,35.55692,1,1,1139,5.0
14028,SWL-2018-00262,36,-92.80456,35.00862,0,0,106,5.0
14029,SWL-2018-00274,36,-94.04154,37.07591,0,1,163,29.0
14030,SWL-2018-00277,36,-92.134,34.744,0,0,280,5.0
14031,SWL-2018-00290,36,-93.19862,36.99746,0,0,222,29.0
14032,SWL-2018-00296,36,-92.266,34.759,0,0,280,5.0
14033,SWL-2018-00303,36,-92.27674,34.75484,0,0,280,5.0
14034,SWL-2018-00313,36,-91.94772,34.25108,0,0,40,5.0
14035,SWL-2018-00315,36,-91.99177,34.2394,0,1,40,5.0
14036,SWL-2018-00348,36,-90.993,36.29,0,0,168,5.0
14037,SWL-2018-00355,36,-94.13293,36.4539,1,1,194,5.0
14038,SWL-2018-00359,36,-94.1239,36.2417,1,1,194,5.0
14039,SWL-2018-00370,36,-93.32376,37.19668,0,0,89,29.0
14040,SWL-2018-00374,36,-94.16104,36.26152,0,1,194,5.0
14041,SWL-2018-00377,36,-91.68456,35.24611,0,0,169,5.0
14042,SWL-2018-00408,36,-94.30238,36.34473,0,1,194,5.0
14043,SWL-2018-00430,36,-94.22493,36.35879,0,1,194,5.0
14044,SWL-2018-00446,36,-91.34538,35.61504,0,0,114,5.0
14045,SWL-2019-00025,36,-94.25236,36.30988,1,1,194,5.0
14046,SWL-2019-00028,36,-94.25628,36.33879,0,1,194,5.0
14047,SWL-2019-00048,36,-94.35135,33.83151,0,0,1134,5.0
14048,SWL-2019-00068,36,-94.16021,36.26553,0,0,194,5.0
14049,SWL-2019-00086,36,-93.189,37.087,0,0,222,29.0
14050,SWL-2019-00090,36,-92.3033,36.22759,0,0,1142,5.0
14051,SWL-2019-00091,36,-91.7039,34.17656,0,0,40,5.0
14052,SWL-2019-00156,36,-94.17908,33.63772,0,0,1134,5.0
14053,SWL-2019-00199,36,-92.31825,34.75691,0,1,280,5.0
14054,SWL-2019-00204,36,-92.11306,34.36763,0,1,40,5.0
14055,SWL-2019-00237,36,-94.185,36.3,0,0,194,5.0
14056,SWL-2019-00239,36,-92.413,35.067,0,0,1132,5.0
14057,SWL-2019-00245,36,-94.015,36.014,1,1,130,5.0
14058,SWL-2019-00253,36,-94.18143,36.05488,1,1,130,5.0
14059,SWL-2019-00258,36,-94.223,36.335,0,1,194,5.0
14060,SWL-2019-00260,36,-92.14282,34.89839,0,0,280,5.0
14061,SWL-2019-00262,36,-92.13738,34.90418,0,0,280,5.0
14062,SWL-2019-00264,36,-94.1796,35.34307,0,0,1126,5.0
14063,SWL-2019-00277,36,-91.09734,36.1084,0,0,163,5.0
14064,SWL-2019-00283,36,-94.144,36.208,1,1,130,5.0
14065,SWL-2019-00294,36,-94.42139,37.05997,0,1,75,29.0
14066,SWL-2019-00301,36,-90.40647,36.7163,0,0,118,29.0
14067,SWL-2019-00315,36,-94.18777,36.15615,0,0,130,5.0
14068,SWL-2019-00318,36,-94.23432,36.43514,0,0,194,5.0
14069,SWL-2019-00327,36,-91.32391,35.73997,0,0,114,5.0
14070,SWL-2019-00375,36,-94.518,36.17194,1,1,194,5.0
14071,SWL-2019-00385,36,-92.20615,34.69538,0,0,280,5.0
14072,SWL-2019-00403,36,-90.674,37.169,0,0,27,29.0
14073,SWL-2020-00053,36,-93.25585,36.67487,0,0,1129,29.0
14074,SWL-2020-00064,36,-93.18491,37.06728,0,0,222,29.0
14075,SWL-2020-00125,36,-92.38603,34.80298,0,0,280,5.0
14076,SWT-0-07399,37,-97.51588,35.21464,1,0,298,40.0
14077,SWT-0-14659,37,-95.97124,33.71277,1,1,1094,48.0
14078,SWT-2014-00242-MAW,37,-96.00402,36.20979,0,1,634,40.0
14079,SWT-2014-00491,37,-95.96225,36.01492,0,1,1143,40.0
14080,SWT-2014-00859-mw,37,-99.02081,34.60145,1,1,1144,40.0
14081,SWT-2015-00389-bmn,37,-95.39542,36.69071,1,1,1145,40.0
14082,SWT-2015-00412-mw,37,-97.04133,34.20051,1,1,1137,40.0
14083,SWT-2015-00437,37,-97.41556,35.50056,0,1,1146,40.0
14084,SWT-2015-00502,37,-96.89617,36.03244,0,0,1147,40.0
14085,SWT-2015-00573-eaz,37,-95.94963,36.74019,0,1,130,40.0
14086,SWT-2015-00591,37,-95.7461,36.06617,1,0,1148,40.0
14087,SWT-2015-00678-mw,37,-95.77393,36.03553,1,1,1143,40.0
14088,SWT-2015-00679-rdd,37,-101.022,35.663,0,0,671,48.0
14089,SWT-2015-00680-rdd,37,-101.38,35.515,0,0,1149,48.0
