jurisdiction_type,da_number,district,project_name,longitude,latitude,date_issued_or_denied,rha_determination,cwa_determination,rha1,rha2,cwa1,cwa2,cwa3,cwa4,cwa5,cwa6,cwa7,cwa8,cwa9,potential_wetland
RAPANOS,LRB-1983-10120,Buffalo,Trade-A-Yacht (Hibiscus Harbor - Union Springs location),-76.70773,42.85821,6/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-1985-69031,Buffalo,"POOLEY, MARK A.",-75.85524,43.1523,7/7/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-1986-99614,Buffalo,"Bellamy, Michael (previous: MACKO, JOHN)",-78.04046,42.68911,10/12/2017,0,1,0,0,1,0,0,0,0,0,0,0,0,0
RAPANOS,LRB-1990-97632,Buffalo,WESTWOOD COUNTRY CLUB,-78.77134,42.97994,6/28/2016,0,1,0,0,1,0,1,0,0,0,0,0,0,1
RAPANOS,LRB-1991-98611,Buffalo,MODERN LANDFILL INCORPORATED,-78.97142,43.21616,3/22/2016,0,1,0,0,0,0,1,0,1,1,0,0,0,1
RAPANOS,LRB-1991-99478,Buffalo,Hakes C&D Landfill 4376 MANNING RIDGE ,-77.1062,42.21566,1/8/2018,0,1,0,0,0,0,0,1,0,0,1,0,0,1
RAPANOS,LRB-1994-87212,Buffalo,"GREENE, JOHN C.",-75.04337,44.9305,2/4/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-1997-9760150,Buffalo,"PALMER, JONATHAN LARDON CONSTRUCTION COR",-78.83386,42.7949,5/3/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-1997-9760182,Buffalo,Good Earth Organics,-78.63049,42.89567,12/12/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-1999-01528,Buffalo,"POES, RICHARD WILLIAM",-76.69828,42.66047,2/4/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-1999-01857,Buffalo,"LAKEWOOD, CITY OF",-81.82489,41.47921,4/19/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-1999-02061,Buffalo,"Fair Point Marina, (Snowden Properties LLC) formerly Boathouse Marine ",-76.71328,43.34411,1/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,LRB-2000-00809,Buffalo,"Omni Property Companies - Hudson  (Formerly: OMNI REALTY COMPANY, INCORPORATED)",-81.4788,41.2513,1/12/2016,0,1,0,0,0,0,1,0,1,1,0,0,0,1
RAPANOS,LRB-2000-01534,Buffalo,"CWM CHEMICAL SERVICES, L.L.C.-MODEL CITY",-78.9709,43.22576,3/29/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2001-02048,Buffalo,"United Model Homes, LLC (formerly Gamellia Construction  (Formerly Margam Investment NWG LLC, Drees Homes, and GAMELLIA CONSTRUCTION, INCORPORATED)",-81.97678,41.48369,3/31/2017,0,1,0,0,0,0,0,0,0,1,0,0,0,1
RAPANOS,LRB-2004-00299,Buffalo,"Cobblestone Park Development LLC (Formerly: POWERS, TIM COBBLESTONE ESTATES)",-81.8569,41.098,7/21/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2004-01011,Buffalo,"Bucyrus Lodging, Inc. (formerly BELLFLOWER ROAD DEVELOPMENT OSBORNE JR.)",-81.3415,41.6874,1/4/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2004-01269,Buffalo,"RUPNOW, DAVID R.",-81.4794,41.5883,8/17/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,0
RAPANOS,LRB-2004-01276,Buffalo,"Young Development - 4720 Transit Road (previously: METZGER, MICHAEL)",-78.69785,42.86494,11/20/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2004-02278,Buffalo,HIDEAWAY HARBOR INCORPORATED,-76.70481,42.86034,9/7/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2004-02452,Buffalo,LIVINGSTON COUNTY HIGHWAY DEPARTMENT FEM,-77.86688,42.63795,4/20/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CWR,LRB-2005-00781,Buffalo,"HOFFMAN, MARK - SOUTH LAKE HUNT CLUB",-83.1436,41.60608,9/22/2015,1,1,0,1,1,0,0,0,0,0,0,0,0,0
RAPANOS,LRB-2005-02179,Buffalo,"Sherwood, Richard and Joyce ",-82.36028,41.39562,1/4/2016,0,1,0,0,0,0,0,0,0,1,1,0,0,0
RAPANOS,LRB-2006-00574,Buffalo,Barrington Residential Subdivision,-81.36294,41.33618,7/18/2016,0,1,0,0,0,0,1,1,1,0,1,0,0,1
RAPANOS,LRB-2006-00755,Buffalo,"Millers Crossing LLC (Formerly: KISSINGER, JEFF CLEAR CHOICE CUSTOM VISI)",-81.64059,41.29299,3/13/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2006-02278,Buffalo,"Dream Settings Development, Inc.",-78.6756,43.0025,6/15/2017,0,1,0,0,0,0,1,0,1,0,0,0,0,1
RAPANOS,LRB-2007-01594,Buffalo,Toledo-Lucas County Port Authority (South Airfield Road Industrial Park),-83.81035,41.57986,5/8/2018,0,1,0,0,0,0,1,0,1,0,0,0,0,1
RAPANOS,LRB-2008-00278,Buffalo,"Ontario County DPW, Finger Lakes Community College",-77.24985,42.86456,3/1/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2008-00768,Buffalo,Fisher's Ridge ,-77.43205,42.99684,11/30/2015,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2008-00809,Buffalo,County Line Estates (formerly Hunting Ridge Subdivision),-81.38834,41.50517,10/13/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2008-00987,Buffalo,Brunner International Inc. (Formerly Orleans County Economic Development Agency),-78.36731,43.22025,7/29/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2009-00630,Buffalo,Village of Herkimer (Hydraulic Canal),-74.98471,43.02963,9/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2009-01161,Buffalo,"Ithaca, City of  (Dredge Disposal Site) - Cross Reference with 2007-00962 and 2016-00497",-76.52632,42.4276,12/21/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2009-01524,Buffalo,Richfield Furnace Run LLC,-81.62623,41.23809,4/28/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2010-00927,Buffalo,Cleveland Metroparks - Hinckley Lake Minor Dredging Permit,-81.71643,41.21807,3/24/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,LRB-2010-01504,Buffalo,"West Central Ohio Industrial Center (formerly Wapakoneta, City of)",-84.18132,40.53924,1/23/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2010-01519,Buffalo,The Jewish Home of Rochester,-77.58614,43.10595,2/14/2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CWR,LRB-2010-01556,Buffalo,"Erie County SWCD - Anthony Gulf (Previously: Boston, Town of - Anthony Gulf bank stabilization)",-78.74169,42.65533,9/8/2015,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2010-01656,Buffalo,"293 A Alden Road LLC - 1201 Elmwood Avenue, Brighton, NY",-77.60502,43.1207,7/28/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,1
RAPANOS,LRB-2010-01696,Buffalo,"Grant, Jerilyn (formerly Sedon, Brent )",-83.00096,41.53933,11/2/2016,1,1,0,1,0,1,1,0,0,0,0,1,0,1
RAPANOS,LRB-2011-00230,Buffalo,"Cunningham, Donald S. (previous: Cook, Jeffrey Marshall)",-78.00524,43.11659,10/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2011-00919,Buffalo,"Paris, David and Michelle- Retaining wall",-81.42031,41.43092,12/15/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2012-00081,Buffalo,Marcourt Farms Homeowners Assocation,-81.40235,41.49991,11/3/2015,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2012-00241,Buffalo,"Kruth, Mayer Louis",-75.88407,42.9751,4/20/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2012-00668,Buffalo,North Coast Regional Council of Park Districts - In-Lieu Fee Program,-82.00476,41.43851,5/12/2017,0,1,0,0,0,0,1,1,0,1,0,0,0,1
RAPANOS,LRB-2012-00837,Buffalo,UYS - Seasons Road,-81.48932,41.20447,10/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2012-00897,Buffalo,UYS - Seasons Road and Wyoga Lake Road,-81.49392,41.20362,10/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2012-00990,Buffalo,"Hardin, Kathie M.",-81.94744,41.49318,5/5/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,LRB-2012-01239,Buffalo,"Wixson, Robert (formerly - Barry Wixon)",-76.80139,42.3379,8/24/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2012-01399,Buffalo,"Hyland Software, Inc. - South Campus Expansion",-81.93684,41.46934,11/2/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2012-01483,Buffalo,"Mawhiney Trucking - Helmich Site (previous: Daniewitz, Christopher)",-78.89428,43.1971,3/14/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2013-00206,Buffalo,"Hejduk, Cox, and Associates - Hawthorn Property",-81.37787,41.33542,2/10/2016,0,1,0,0,0,0,1,1,1,1,1,0,0,1
RAPANOS,LRB-2013-00260,Buffalo,Lakeside Sand and Gravel Inc,-81.27417,41.25482,6/9/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,LRB-2013-00313,Buffalo,"Toledo, City of -  Yondota Road Pumping Station, Jerusalem Township, Lucas County",-83.30672,41.67524,5/3/2018,0,1,0,0,0,1,0,0,0,0,0,0,0,0
RAPANOS,LRB-2013-00494,Buffalo,National Fuel Gas Supply Company - Line C-46S Eden,-78.81783,42.6745,2/11/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2013-00762,Buffalo,Broome County DPW - Upper Lisle Road Bridge (BIN 3349680),-75.95992,42.39672,4/27/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2013-00791,Buffalo,"Double C Realty of NY, Inc",-78.98265,43.13072,7/12/2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2013-00821,Buffalo,Moog - Jamison Road,-78.65533,42.80265,4/14/2016,0,1,0,0,0,0,1,1,0,1,1,1,0,1
RAPANOS,LRB-2013-01010,Buffalo,"NEORSD- Euclid Creek Channel Repairs (formerly: Cleveland, City of (Euclid Creek Channel Repairs))",-81.54879,41.57596,4/12/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2013-01216,Buffalo,IronUnits LLC - HBI Plant (formerly TLPA- Ironville Redevelopment),-83.47635,41.67217,9/6/2017,0,1,0,0,1,1,1,0,0,1,0,0,0,1
RAPANOS,LRB-2013-01325,Buffalo,Ontario County DPW - Ontario County Park Dam,-77.40773,42.70848,2/24/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2014-00066,Buffalo,Pinecrest Project Partners LLC (Formerly Pine Orange LLC),-81.48594,41.45472,6/2/2016,0,1,0,0,0,0,1,1,0,0,1,0,0,0
RAPANOS,LRB-2014-00921,Buffalo,"Timothy Properties, LLC",-77.36328,43.22733,11/23/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2014-00940,Buffalo,KDM Development Corporation,-78.94762,43.12908,10/5/2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2014-00966,Buffalo,Sam D'Angelo & Sons - Marc Shawn Estates,-78.87799,43.08609,2/18/2016,0,1,0,0,0,0,1,0,1,1,0,0,0,1
RAPANOS,LRB-2014-01033,Buffalo,Modern Corporation,-78.98562,43.20504,4/11/2016,0,1,0,0,0,0,0,0,0,1,0,0,0,1
RAPANOS,LRB-2014-01078,Buffalo,"Benderson Development Company, LLC - 4057 West Ridge Road",-77.73957,43.21445,11/24/2015,0,1,0,0,0,0,1,0,1,0,0,0,0,1
RAPANOS,LRB-2014-01116,Buffalo,DiFelice Development - Redfield Grove Subdivision,-77.35286,42.97702,10/30/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2014-01137,Buffalo,"Westside Development, LLC - Ballantyne Road",-77.72328,43.09207,12/11/2015,0,1,0,0,0,0,1,0,1,1,0,0,0,1
RAPANOS,LRB-2014-01198,Buffalo,"Cuyahoga Falls, City of - Woodward Creek ",-81.5228,41.17406,4/4/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2014-01300,Buffalo,"Harris Hill Acres, LLC)",-78.68022,42.94691,11/12/2015,0,1,0,0,0,0,0,0,0,0,1,0,0,1
RAPANOS,LRB-2014-01350,Buffalo,"Lake County Stormwater Management Department (formerly GGC Engineers, Inc. - Center Park Estates",-81.2775,41.69572,3/31/2016,0,1,0,0,0,0,1,0,1,1,0,0,0,1
RAPANOS,LRB-2014-01383,Buffalo,"Ann Arbor Railroad, Inc.",-83.57179,41.71316,4/11/2017,0,1,0,0,0,0,1,0,1,0,0,0,0,1
RAPANOS,LRB-2015-00037,Buffalo,"Clark, Robert",-76.3705,43.16649,12/2/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2015-00348,Buffalo,Stark Monica and Terry,-81.23843,41.64285,12/16/2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0
RAPANOS,LRB-2015-00439,Buffalo,Chautauqua County of Public Facilities - County Bridge 1115 (BIN 2267740),-79.35898,42.40023,12/4/2015,0,1,0,0,0,0,1,0,0,1,0,0,0,0
RAPANOS,LRB-2015-00446,Buffalo,"The Exchange Group, LLC. - Love Road",-78.98367,42.99531,3/15/2016,0,1,0,0,0,0,1,0,1,1,0,0,0,1
RAPANOS,LRB-2015-00455,Buffalo,"Intergrow Greenhouses, Inc. (previously: Havecon - Salt Road Green House)",-77.39664,43.2076,12/1/2015,0,1,0,0,0,0,1,0,1,0,0,0,0,1
RAPANOS,LRB-2015-00476,Buffalo,Tompkins County Highway Division - West Miller Road,-76.49029,42.36756,12/17/2015,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2015-00485,Buffalo,American Tire Distributors,-83.5959,41.07753,3/16/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2015-00515,Buffalo,"Olson, Donald - Hopkins Road",-78.73853,43.00364,2/16/2016,0,1,0,0,0,0,0,0,0,1,0,0,0,0
RAPANOS,LRB-2015-00588,Buffalo,"Nichols Cross Dock, LLC. (previously: Nichols, Town of; Fed Ex facility; Napierala Consulting Professional Engineer, P.C.) ",-76.31144,42.0643,10/26/2015,0,1,0,0,0,0,1,0,0,0,0,0,0,1
RAPANOS,LRB-2015-00609,Buffalo,"Olney, Seth",-77.09819,42.54829,1/11/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2015-00637,Buffalo,"A. H. Rossford Holdings, LLC",-83.54435,41.61602,4/18/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2015-00671,Buffalo,Cimato Enterprises - Woodland Hills Subdivision,-78.6741,42.98456,8/25/2016,0,1,0,0,0,0,1,0,1,0,1,0,0,1
RAPANOS,LRB-2015-00678,Buffalo,Oneida County DPW - Taberg Road (C1-70A),-75.68268,43.36352,1/15/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,0
RAPANOS,LRB-2015-00703,Buffalo,Ulatowski,-78.63096,42.8725,10/28/2015,0,1,0,0,0,0,1,0,1,1,0,0,0,1
RAPANOS,LRB-2015-00714,Buffalo,"2800 Grand Island Boulevard, LLC (previously: Gardner Plus Architects - Elderwood Senior Care)",-78.97986,43.03823,12/22/2015,0,1,0,0,0,0,1,0,1,1,0,0,0,1
RAPANOS,LRB-2015-00728,Buffalo,"Geneva-on-the Lake, Village of - Wastewater Treatment Plant Improvements",-80.96417,41.85606,11/13/2015,0,1,0,0,0,0,1,0,1,0,0,0,0,0
RAPANOS,LRB-2015-00750,Buffalo,"Goodrich, William & Rhonda",-77.15617,42.50423,10/30/2015,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2015-00789,Buffalo,"Pioneer, Village of",-84.54607,41.68553,6/17/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CWR,LRB-2015-00830,Buffalo,Superior Plus Energy Services,-78.01719,42.92696,9/28/2015,0,1,0,0,0,0,1,0,1,0,0,0,0,1
RAPANOS,LRB-2015-00834,Buffalo,Bella Casa Builders by Alberici - Collington East,-76.29515,43.15608,11/23/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2015-00838,Buffalo,"Christakos, Patricia",-75.86424,42.94904,1/11/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2015-00839,Buffalo,"Wehrheim, Philip",-77.31528,42.78071,1/15/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2015-00847,Buffalo,JEA Development - Transit Road,-78.69796,43.00872,11/6/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2015-00865,Buffalo,"Borgers Ohio, Inc.",-82.60109,41.26663,12/15/2015,0,1,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2015-00873,Buffalo,"Owens, Larry",-77.15945,42.46758,10/29/2015,0,1,0,0,1,0,0,0,0,0,0,0,0,0
RAPANOS,LRB-2015-00882,Buffalo,"Pomeroy, James K",-78.18554,42.38407,12/16/2015,0,1,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2015-00883,Buffalo,"Grimes Carlson, David & Karen",-78.18558,42.38395,12/16/2015,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2015-00884,Buffalo,"Freundschuh, Sara Lynn",-78.18562,42.38391,1/11/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2015-00900,Buffalo,Trumbull County Engineer-CH. 1198F Geauga Portage Easterly Rd. Culvert Replacement,-80.91018,41.34824,11/23/2015,1,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2015-00928,Buffalo,"Mack, Bruce",-78.86977,42.72001,12/14/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2015-00931,Buffalo,Benderson Development Company - Haas Farm,-78.73978,42.79437,8/10/2016,0,1,0,0,0,0,1,0,1,1,0,0,0,1
RAPANOS,LRB-2015-00935,Buffalo,"Rajendra, Ajita",-77.19938,42.42592,10/30/2015,0,1,0,0,1,0,0,0,0,0,0,0,0,0
RAPANOS,LRB-2015-00941,Buffalo,NEORSD- Kerruish Park basin maintenance,-81.55408,41.4259,1/6/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2015-00960,Buffalo,"Moul, Douglas E. & Beckner, Marie E.",-81.40242,41.60048,3/2/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2015-00962,Buffalo,"Trilogy Health Services, LLC - Trilogy Villas-Willard",-82.71011,41.03501,12/14/2015,1,0,1,1,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2015-00978,Buffalo,"Hawthorn of Aurora, LLC - Commercial",-81.36637,41.33494,8/26/2016,0,1,0,0,0,0,1,0,1,1,0,0,0,1
RAPANOS,LRB-2015-01037,Buffalo,"Harlem Buffalo, LLC",-78.78515,42.90237,12/22/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2015-01054,Buffalo,TMMC Ohio LLC (Formerly:  Isomer Group Inc.) ,-81.68356,41.31231,7/5/2016,0,1,0,0,0,0,0,0,0,1,0,0,0,0
RAPANOS,LRB-2015-01058,Buffalo,"Venciguerra, Mark",-77.70881,42.72733,11/25/2015,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2015-01076,Buffalo,Richard E Jacobs Group - Chester Road Entertainment Center (Main Event),-82.00983,41.46623,10/11/2016,0,1,0,0,0,0,1,0,0,1,0,0,0,0
RAPANOS,LRB-2015-01117,Buffalo,Venture Properties Group,-78.96601,42.70817,11/24/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2015-01127,Buffalo,"Dworkin, Wendy",-77.25596,42.85549,11/20/2015,0,1,0,0,1,0,0,0,0,0,0,0,0,0
RAPANOS,LRB-2015-01132,Buffalo,Wayne County DPW - Vienna Road,-77.19192,43.05071,11/9/2015,0,1,0,0,0,0,1,0,0,0,0,0,0,1
RAPANOS,LRB-2015-01133,Buffalo,"Harrison, Susan",-76.29698,42.88579,12/18/2015,0,1,0,0,1,0,0,0,0,0,0,0,0,0
RAPANOS,LRB-2015-01141,Buffalo,"Boldt Capital, LLC",-81.33101,41.69343,1/26/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,LRB-2015-01161,Buffalo,"Summit Outlet, L.P.",-78.93488,43.08636,3/15/2016,0,1,0,0,0,0,0,0,0,1,0,0,0,1
RAPANOS,LRB-2015-01162,Buffalo,"Bult Woodbine Real Estate, LLC",-76.06711,43.10625,1/19/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2015-01169,Buffalo,Best Brothers Development - South Park Avenue,-78.8249,42.76659,11/16/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2015-01182,Buffalo,"Naylor, Douglas",-75.96191,43.7692,12/16/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2015-01186,Buffalo,"McIntosh Farms Development Group, LLC (formerly Orchard Trails Development Group)",-82.06356,41.44111,2/17/2017,0,1,0,0,0,0,1,0,1,1,0,0,0,1
RAPANOS,LRB-2015-01187,Buffalo,Hancock County Engineer's Office,-83.63253,41.04182,4/6/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2015-01188,Buffalo,"McComb, Village of- wastewater treatment plant",-83.79465,41.11339,1/30/2017,0,1,0,0,0,0,1,0,0,0,0,0,0,1
RAPANOS,LRB-2015-01217,Buffalo,"Sandusky, City of - Sports Force Parks at Cedar Point Sports Center",-82.65285,41.43318,2/17/2016,1,1,0,1,1,1,0,0,0,0,0,0,0,1
RAPANOS,LRB-2015-01224,Buffalo,East Ohio Gas Company - Kibby Street Bridge Replacement,-84.07737,40.73008,11/23/2015,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2015-01225,Buffalo,Three J's LLC - Hillsborough Point Development (formerly Citi Roc Real Estate Company),-81.96564,41.42181,3/25/2016,0,1,0,0,0,0,0,0,0,1,0,0,0,0
RAPANOS,LRB-2015-01231,Buffalo,"Toledo, City of - ES-3 International Park CSO Storage Basin and Pipeline",-83.53201,41.6396,1/11/2016,0,1,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2015-01241,Buffalo,"Pieczorka, Thomas",-78.47549,42.43126,12/14/2015,0,1,0,0,0,0,1,0,0,0,0,0,0,1
RAPANOS,LRB-2015-01242,Buffalo,Monroe County DOT - Wheatland Center Road,-77.81382,43.05332,2/1/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2015-01254,Buffalo,"Cambria, Town of - Comstock Road",-78.78878,43.15464,3/8/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2015-01260,Buffalo,"Bay Village, City of-Bay Village Sewer Exposure",-81.93902,41.48622,2/12/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,0
RAPANOS,LRB-2015-01271,Buffalo,E&K Estates LLC,-79.03341,42.65213,3/29/2016,0,1,0,0,0,0,0,0,0,1,0,0,0,1
RAPANOS,LRB-2015-01290,Buffalo,BLW Properties LLC,-81.36469,41.33796,7/15/2016,0,1,0,0,0,0,1,1,1,0,1,0,0,0
RAPANOS,LRB-2015-01320,Buffalo,"Lawson Jr., Richard L.",-77.08603,42.88672,3/18/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2015-01338,Buffalo,Tompkins County Highway Division - Cemetery Lane Bridge,-76.30021,42.5566,1/27/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2015-01344,Buffalo,"Winston, Dean",-78.03225,42.68314,3/22/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2015-01357,Buffalo,"Silverman, Steve and Wendy",-77.26457,42.80143,1/28/2016,0,1,0,0,1,0,0,0,0,0,0,0,0,0
RAPANOS,LRB-2015-01367,Buffalo,"Joseph, Daniel",-77.36462,42.69379,2/17/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2016-00021,Buffalo,Hamburg Development Group,-78.78191,42.73637,10/4/2017,0,1,0,0,0,0,0,0,0,0,0,1,0,1
RAPANOS,LRB-2016-00037,Buffalo,"Rogerson, Joan T.",-77.21746,42.41254,3/11/2016,0,1,0,0,0,0,1,1,1,1,1,0,0,0
RAPANOS,LRB-2016-00057,Buffalo,USFWS Ottawa National Refuge,-83.1958,41.62353,4/11/2016,1,1,0,1,0,1,1,0,0,0,0,1,0,0
RAPANOS,LRB-2016-00071,Buffalo,Hancock Park District- Liberty Landing Canoe Launch,-83.69389,41.05672,4/22/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2016-00072,Buffalo,Hancock Park District- Blanchard Landing Canoe Launch,-83.78836,41.04593,4/22/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,1
RAPANOS,LRB-2016-00076,Buffalo,PathStone Development Corporation,-77.73534,43.16348,2/23/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,LRB-2016-00077,Buffalo,"Carter, Peter and Susan",-77.15394,42.55664,3/23/2016,0,1,0,0,1,0,0,0,0,0,0,0,0,0
RAPANOS,LRB-2016-00121,Buffalo,NYSDEC Lows Lake Dam,-74.6708,44.1098,2/5/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,1
RAPANOS,LRB-2016-00132,Buffalo,"Volk, Cathy",-78.02932,42.71024,4/12/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2016-00136,Buffalo,"Licata, Joni",-78.02939,42.71007,4/6/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2016-00164,Buffalo,ODNR - Division of Engineering (Wingfoot Lake Boat Launch Ramp),-81.37057,41.01907,6/21/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RAPANOS,LRB-2016-00173,Buffalo,"S and J Morrell, Inc.",-77.55665,43.08936,6/20/2016,0,1,0,0,0,0,0,0,0,1,0,0,0,1
RAPANOS,LRB-2016-00177,Buffalo,FOP LLC,-78.88433,42.66487,2/18/2016,0,1,0,0,0,0,0,0,1,0,0,0,0,1
